,Sex,Age,Height,Weight,Season,Sport,Medal
552,M,24.0,181.0,73.0,Summer,Swimming,
553,M,24.0,181.0,73.0,Summer,Swimming,
554,M,24.0,181.0,73.0,Summer,Swimming,
555,M,24.0,181.0,73.0,Summer,Swimming,
556,M,20.0,,,Summer,Boxing,
557,M,28.0,,,Summer,Hockey,
558,M,18.0,,,Summer,Hockey,
559,M,27.0,164.0,55.0,Summer,Athletics,
560,M,20.0,184.0,79.0,Summer,Swimming,
561,M,31.0,187.0,83.0,Summer,Rowing,
562,M,32.0,,88.0,Summer,Weightlifting,
563,M,25.0,,,Summer,Hockey,
564,M,,176.0,66.0,Summer,Swimming,
565,M,,176.0,66.0,Summer,Swimming,
566,M,,176.0,66.0,Summer,Swimming,
567,M,,176.0,66.0,Summer,Swimming,
568,M,,176.0,66.0,Summer,Swimming,
569,M,,176.0,66.0,Summer,Swimming,
570,M,,165.0,65.0,Summer,Athletics,
571,M,,180.0,76.0,Summer,Athletics,
572,M,21.0,,,Summer,Football,
573,M,23.0,,,Summer,Football,
574,M,21.0,188.0,77.0,Summer,Swimming,
575,M,21.0,188.0,77.0,Summer,Swimming,
576,M,21.0,188.0,77.0,Summer,Swimming,
577,M,25.0,188.0,77.0,Summer,Swimming,
578,F,21.0,,,Summer,Badminton,
579,F,25.0,,,Summer,Badminton,
580,M,,190.0,75.0,Summer,Boxing,
581,M,,190.0,75.0,Summer,Boxing,
582,M,28.0,,,Summer,Tennis,
583,M,28.0,188.0,91.0,Summer,Boxing,
584,M,27.0,164.0,60.0,Summer,Wrestling,
585,M,32.0,164.0,60.0,Summer,Wrestling,
586,M,22.0,169.0,63.0,Summer,Boxing,
587,M,26.0,169.0,63.0,Summer,Boxing,3.0
588,M,22.0,190.0,130.0,Summer,Wrestling,
589,M,26.0,190.0,130.0,Summer,Wrestling,
590,M,25.0,167.0,55.0,Summer,Wrestling,2.0
591,M,29.0,167.0,55.0,Summer,Wrestling,3.0
592,M,33.0,167.0,55.0,Summer,Wrestling,
593,F,21.0,170.0,47.0,Summer,Athletics,
594,M,27.0,175.0,74.0,Summer,Wrestling,
595,M,16.0,177.0,,Summer,Swimming,
596,F,16.0,162.0,72.0,Summer,Weightlifting,
597,F,20.0,162.0,72.0,Summer,Weightlifting,
598,M,23.0,168.0,68.0,Summer,Football,
599,M,20.0,168.0,62.0,Summer,Football,
600,F,15.0,170.0,59.0,Summer,Synchronized Swimming,
601,F,19.0,170.0,59.0,Summer,Synchronized Swimming,
602,F,19.0,170.0,59.0,Summer,Synchronized Swimming,
603,M,18.0,150.0,60.0,Summer,Athletics,
604,M,19.0,181.0,66.0,Summer,Athletics,
605,M,23.0,181.0,66.0,Summer,Athletics,
606,M,33.0,178.0,74.0,Summer,Boxing,
607,M,21.0,162.0,69.0,Summer,Weightlifting,
608,M,25.0,162.0,69.0,Summer,Weightlifting,
609,M,23.0,202.0,104.0,Summer,Basketball,3.0
610,M,22.0,178.0,73.0,Summer,Boxing,
611,M,19.0,183.0,74.0,Summer,Taekwondo,
612,M,23.0,183.0,74.0,Summer,Taekwondo,
613,M,26.0,172.0,74.0,Summer,Wrestling,
614,M,29.0,192.0,117.0,Summer,Judo,
615,M,26.0,172.0,60.0,Summer,Boxing,
616,M,26.0,170.0,84.0,Summer,Wrestling,
617,M,30.0,170.0,84.0,Summer,Wrestling,2.0
618,M,34.0,170.0,84.0,Summer,Wrestling,
619,M,,179.0,76.0,Summer,Cycling,
620,M,26.0,190.0,125.0,Summer,Athletics,3.0
621,M,34.0,190.0,125.0,Summer,Athletics,
622,M,24.0,174.0,72.0,Summer,Cycling,
623,M,32.0,174.0,72.0,Summer,Cycling,
624,M,18.0,162.0,54.0,Summer,Boxing,
625,M,24.0,177.0,75.0,Summer,Athletics,
626,M,24.0,178.0,67.0,Winter,Bobsleigh,
627,M,24.0,178.0,67.0,Winter,Bobsleigh,
628,M,28.0,178.0,67.0,Winter,Bobsleigh,
629,M,28.0,178.0,67.0,Winter,Bobsleigh,
630,M,25.0,166.0,69.0,Summer,Wrestling,
631,M,23.0,168.0,68.0,Summer,Fencing,
632,M,25.0,167.0,62.0,Summer,Wrestling,
633,M,22.0,175.0,64.0,Winter,Nordic Combined,
634,M,22.0,175.0,64.0,Winter,Nordic Combined,
635,M,26.0,175.0,64.0,Winter,Nordic Combined,
636,M,28.0,175.0,64.0,Winter,Nordic Combined,3.0
637,M,28.0,175.0,64.0,Winter,Nordic Combined,
638,M,23.0,173.0,68.0,Summer,Athletics,
639,M,23.0,173.0,68.0,Summer,Athletics,
640,M,22.0,,,Summer,Rowing,
641,M,24.0,178.0,70.0,Summer,Basketball,
642,M,28.0,178.0,70.0,Summer,Basketball,
643,M,21.0,179.0,91.0,Summer,Baseball,
644,M,29.0,179.0,91.0,Summer,Baseball,
645,M,26.0,166.0,57.0,Summer,Wrestling,
646,M,21.0,190.0,80.0,Summer,Rowing,
647,M,25.0,190.0,80.0,Summer,Rowing,
648,M,29.0,190.0,80.0,Summer,Rowing,
649,M,28.0,170.0,60.0,Summer,Hockey,
650,F,18.0,168.0,60.0,Summer,Cycling,
651,M,31.0,175.0,67.0,Summer,Cycling,
652,M,22.0,177.0,75.0,Summer,Football,
653,F,,,,Summer,Handball,
654,M,21.0,160.0,50.0,Summer,Athletics,
655,M,21.0,160.0,50.0,Summer,Athletics,1.0
656,M,22.0,173.0,62.0,Summer,Cycling,
657,M,22.0,173.0,62.0,Summer,Cycling,
658,M,23.0,170.0,51.0,Summer,Boxing,
659,F,35.0,,,Summer,Archery,
660,M,27.0,180.0,83.0,Summer,Fencing,
661,M,31.0,180.0,83.0,Summer,Fencing,
662,M,30.0,,,Summer,Football,
663,M,22.0,,,Summer,Football,2.0
664,M,26.0,,,Summer,Football,
665,M,22.0,194.0,92.0,Summer,Volleyball,
666,M,26.0,194.0,92.0,Summer,Volleyball,
667,F,19.0,169.0,48.0,Summer,Rhythmic Gymnastics,
668,M,19.0,190.0,73.0,Summer,Football,
669,M,45.0,,,Summer,Art Competitions,
670,M,45.0,,,Summer,Art Competitions,
671,F,20.0,163.0,52.0,Summer,Synchronized Swimming,
672,M,23.0,185.0,102.0,Winter,Ice Hockey,2.0
673,M,35.0,,,Winter,Ice Hockey,3.0
674,M,19.0,183.0,80.0,Winter,Nordic Combined,
675,M,23.0,183.0,80.0,Winter,Nordic Combined,
676,F,19.0,160.0,48.0,Summer,Gymnastics,
677,F,19.0,160.0,48.0,Summer,Gymnastics,2.0
678,F,19.0,160.0,48.0,Summer,Gymnastics,
679,F,19.0,160.0,48.0,Summer,Gymnastics,
680,F,19.0,160.0,48.0,Summer,Gymnastics,
681,F,19.0,160.0,48.0,Summer,Gymnastics,
682,F,16.0,160.0,62.0,Summer,Diving,
683,F,20.0,160.0,62.0,Summer,Diving,
684,F,20.0,160.0,62.0,Summer,Diving,1.0
685,F,24.0,160.0,62.0,Summer,Diving,
686,F,24.0,160.0,62.0,Summer,Diving,
687,F,25.0,165.0,55.0,Summer,Gymnastics,
688,F,25.0,165.0,55.0,Summer,Gymnastics,
689,F,25.0,165.0,55.0,Summer,Gymnastics,
690,F,25.0,165.0,55.0,Summer,Gymnastics,
691,F,25.0,165.0,55.0,Summer,Gymnastics,
692,F,25.0,163.0,46.0,Summer,Athletics,
693,F,29.0,163.0,46.0,Summer,Athletics,
694,M,24.0,,,Summer,Shooting,
695,M,36.0,,,Summer,Shooting,
696,M,36.0,,,Summer,Shooting,
697,M,48.0,,,Summer,Shooting,
698,M,52.0,,,Summer,Shooting,
699,M,52.0,,,Summer,Shooting,
700,M,20.0,,,Summer,Sailing,2.0
701,F,28.0,,62.0,Summer,Judo,
702,M,22.0,,,Summer,Football,3.0
703,M,22.0,184.0,85.0,Summer,Athletics,
704,M,30.0,184.0,85.0,Summer,Athletics,
705,F,18.0,153.0,48.0,Summer,Gymnastics,
706,F,18.0,153.0,48.0,Summer,Gymnastics,
707,F,18.0,153.0,48.0,Summer,Gymnastics,
708,F,18.0,153.0,48.0,Summer,Gymnastics,
709,F,18.0,153.0,48.0,Summer,Gymnastics,
710,M,15.0,,,Summer,Rowing,3.0
711,M,19.0,,,Summer,Rowing,3.0
712,M,22.0,176.0,66.0,Summer,Football,
713,M,26.0,,,Summer,Water Polo,
714,M,26.0,,,Winter,Biathlon,
715,M,26.0,,,Winter,Biathlon,
716,M,26.0,,,Winter,Biathlon,
717,M,37.0,174.0,63.0,Summer,Athletics,
718,M,19.0,,,Summer,Water Polo,
719,F,23.0,173.0,61.0,Summer,Athletics,
720,M,22.0,166.0,58.0,Summer,Athletics,3.0
721,M,24.0,192.0,68.0,Summer,Athletics,
722,M,27.0,186.0,84.0,Summer,Rowing,
723,M,30.0,186.0,84.0,Summer,Rowing,
724,M,34.0,186.0,84.0,Summer,Rowing,
725,M,26.0,,,Summer,Athletics,
726,M,23.0,181.0,76.0,Winter,Freestyle Skiing,
727,M,19.0,181.0,78.0,Summer,Athletics,1.0
728,M,19.0,181.0,78.0,Summer,Athletics,2.0
729,F,17.0,190.0,73.0,Summer,Swimming,
730,M,22.0,,,Summer,Wrestling,
731,F,30.0,170.0,60.0,Summer,Athletics,
732,M,27.0,181.0,78.0,Summer,Athletics,
733,M,23.0,187.0,75.0,Summer,Football,
734,F,34.0,165.0,75.0,Winter,Luge,
735,F,38.0,165.0,75.0,Winter,Luge,
736,F,40.0,165.0,75.0,Winter,Luge,
737,F,44.0,165.0,75.0,Winter,Luge,
738,F,48.0,165.0,75.0,Winter,Luge,
739,M,22.0,182.0,84.0,Summer,Baseball,3.0
740,F,17.0,,,Summer,Swimming,1.0
741,F,17.0,,,Summer,Swimming,
742,M,25.0,,,Summer,Handball,
743,F,29.0,,,Winter,Alpine Skiing,
744,M,24.0,173.0,66.0,Summer,Athletics,
745,F,21.0,159.0,40.0,Summer,Athletics,
746,F,21.0,159.0,40.0,Summer,Athletics,
747,F,25.0,159.0,40.0,Summer,Athletics,2.0
748,F,25.0,159.0,40.0,Summer,Athletics,
749,F,30.0,160.0,53.0,Summer,Shooting,
750,F,30.0,160.0,53.0,Summer,Shooting,
751,M,20.0,180.0,74.0,Summer,Swimming,
752,M,24.0,166.0,52.0,Summer,Boxing,
753,M,26.0,180.0,80.0,Summer,Canoeing,
754,M,30.0,180.0,80.0,Summer,Canoeing,
755,M,42.0,180.0,80.0,Summer,Canoeing,
756,M,42.0,180.0,80.0,Summer,Canoeing,
757,M,23.0,177.0,68.0,Summer,Badminton,
758,M,27.0,177.0,68.0,Summer,Badminton,
759,M,31.0,177.0,68.0,Summer,Badminton,
760,M,21.0,179.0,63.0,Summer,Shooting,
761,F,19.0,156.0,46.0,Summer,Diving,
762,M,22.0,179.0,72.0,Summer,Football,
763,M,18.0,,,Summer,Football,
764,M,30.0,,,Summer,Athletics,
765,M,30.0,,,Summer,Athletics,
766,F,27.0,160.0,78.0,Summer,Judo,
767,M,19.0,169.0,62.0,Summer,Athletics,
768,F,24.0,173.0,53.0,Summer,Athletics,
769,F,27.0,162.0,56.0,Summer,Rugby Sevens,
770,M,25.0,172.0,82.0,Summer,Wrestling,
771,M,29.0,172.0,82.0,Summer,Wrestling,3.0
772,F,27.0,168.0,60.0,Summer,Football,
773,F,31.0,168.0,60.0,Summer,Football,
774,F,24.0,159.0,54.0,Summer,Athletics,
775,M,35.0,170.0,68.0,Summer,Table Tennis,
776,M,28.0,159.0,54.0,Summer,Boxing,
777,M,32.0,159.0,54.0,Summer,Boxing,
778,F,22.0,150.0,43.0,Winter,Figure Skating,
779,F,26.0,164.0,58.0,Summer,Athletics,
780,M,29.0,163.0,48.0,Summer,Boxing,
781,F,21.0,175.0,75.0,Summer,Water Polo,
782,M,22.0,169.0,68.0,Winter,Freestyle Skiing,
783,M,26.0,169.0,68.0,Winter,Freestyle Skiing,
784,M,30.0,169.0,68.0,Winter,Freestyle Skiing,
785,M,24.0,,,Summer,Water Polo,
786,M,32.0,,,Summer,Water Polo,
787,M,19.0,182.0,68.0,Summer,Athletics,3.0
788,M,19.0,161.0,62.0,Summer,Gymnastics,
789,M,19.0,161.0,62.0,Summer,Gymnastics,1.0
790,M,19.0,161.0,62.0,Summer,Gymnastics,2.0
791,M,19.0,161.0,62.0,Summer,Gymnastics,
792,M,19.0,161.0,62.0,Summer,Gymnastics,
793,M,19.0,161.0,62.0,Summer,Gymnastics,
794,M,24.0,161.0,62.0,Summer,Gymnastics,2.0
795,M,24.0,161.0,62.0,Summer,Gymnastics,
796,M,24.0,161.0,62.0,Summer,Gymnastics,2.0
797,M,24.0,161.0,62.0,Summer,Gymnastics,1.0
798,F,24.0,174.0,62.0,Summer,Rowing,
799,F,23.0,182.0,78.0,Summer,Volleyball,
800,M,20.0,176.0,70.0,Summer,Football,
801,F,17.0,170.0,53.0,Summer,Athletics,
802,M,22.0,190.0,78.0,Summer,Swimming,
803,M,22.0,190.0,78.0,Summer,Swimming,2.0
804,M,22.0,190.0,78.0,Summer,Swimming,1.0
805,M,22.0,190.0,78.0,Summer,Swimming,
806,M,26.0,175.0,61.0,Summer,Athletics,
807,M,26.0,175.0,61.0,Summer,Athletics,
808,F,19.0,169.0,60.0,Winter,Alpine Skiing,
809,F,17.0,166.0,60.0,Winter,Alpine Skiing,
810,F,17.0,166.0,60.0,Winter,Alpine Skiing,
811,F,17.0,166.0,60.0,Winter,Alpine Skiing,
812,M,25.0,168.0,59.0,Summer,Athletics,
813,M,30.0,197.0,92.0,Summer,Swimming,
814,M,30.0,197.0,92.0,Summer,Swimming,1.0
815,F,25.0,,,Winter,Cross Country Skiing,
816,F,25.0,,,Winter,Cross Country Skiing,
817,F,25.0,,,Winter,Cross Country Skiing,
818,M,27.0,,,Summer,Athletics,
819,M,27.0,,,Summer,Athletics,
820,M,27.0,210.0,88.0,Summer,Volleyball,
821,M,28.0,170.0,64.0,Summer,Cycling,
822,M,28.0,170.0,64.0,Summer,Cycling,
823,M,28.0,170.0,64.0,Summer,Cycling,
824,M,28.0,170.0,64.0,Summer,Cycling,
825,M,32.0,170.0,64.0,Summer,Cycling,
826,M,32.0,170.0,64.0,Summer,Cycling,
827,M,24.0,175.0,74.0,Summer,Wrestling,
828,M,25.0,186.0,86.0,Summer,Volleyball,
829,M,33.0,186.0,86.0,Summer,Volleyball,
830,M,41.0,186.0,86.0,Summer,Volleyball,
831,M,24.0,,,Summer,Water Polo,
832,M,27.0,188.0,85.0,Summer,Handball,
833,M,29.0,205.0,102.0,Summer,Basketball,
834,M,26.0,,,Summer,Hockey,
835,M,20.0,168.0,54.0,Summer,Wrestling,
836,M,30.0,181.0,76.0,Summer,Volleyball,
837,M,27.0,,,Summer,Football,
838,M,30.0,182.0,79.0,Summer,Athletics,
839,M,24.0,,,Summer,Basketball,
840,M,28.0,,,Summer,Basketball,
841,M,22.0,187.0,82.0,Summer,Volleyball,
842,M,30.0,187.0,82.0,Summer,Volleyball,
843,M,22.0,,,Summer,Football,
844,M,38.0,,,Summer,Fencing,
845,M,38.0,,,Summer,Fencing,
846,M,42.0,,,Summer,Fencing,
847,M,42.0,,,Summer,Fencing,
848,M,24.0,,,Summer,Rowing,
849,M,28.0,,,Summer,Rowing,
850,M,21.0,170.0,48.0,Summer,Boxing,
851,M,20.0,171.0,65.0,Summer,Football,
852,M,,,,Summer,Athletics,
853,M,21.0,190.0,65.0,Summer,Athletics,
854,M,25.0,190.0,65.0,Summer,Athletics,
855,M,22.0,170.0,51.0,Summer,Boxing,
856,M,23.0,175.0,75.0,Summer,Athletics,
857,M,22.0,178.0,67.0,Summer,Boxing,
858,M,,,,Summer,Wrestling,
859,M,31.0,180.0,64.0,Summer,Athletics,
860,M,28.0,183.0,85.0,Summer,Handball,
861,M,21.0,188.0,87.0,Summer,Fencing,2.0
862,M,21.0,188.0,87.0,Summer,Fencing,
863,M,25.0,188.0,87.0,Summer,Fencing,
864,M,25.0,188.0,87.0,Summer,Fencing,
865,M,21.0,,,Summer,Football,
866,M,22.0,,,Summer,Diving,
867,M,26.0,178.0,81.0,Summer,Judo,
868,M,22.0,,,Winter,Alpine Skiing,
869,M,22.0,,,Winter,Alpine Skiing,
870,M,23.0,,,Summer,Football,
871,M,33.0,182.0,77.0,Summer,Football,
872,M,,,,Summer,Hockey,
873,M,22.0,193.0,78.0,Summer,Athletics,
874,F,24.0,174.0,68.0,Summer,Handball,
875,M,25.0,186.0,84.0,Summer,Athletics,
876,M,19.0,,,Summer,Gymnastics,
877,M,19.0,,,Summer,Gymnastics,
878,M,19.0,,,Summer,Gymnastics,
879,M,19.0,,,Summer,Gymnastics,
880,M,19.0,,,Summer,Gymnastics,
881,M,19.0,,,Summer,Gymnastics,
882,M,19.0,,,Summer,Gymnastics,
883,M,19.0,,,Summer,Gymnastics,
884,M,21.0,192.0,88.0,Summer,Canoeing,1.0
885,M,21.0,192.0,88.0,Summer,Canoeing,3.0
886,M,25.0,192.0,88.0,Summer,Canoeing,2.0
887,M,,,,Summer,Gymnastics,
888,M,17.0,175.0,64.0,Summer,Swimming,
889,M,17.0,175.0,64.0,Summer,Swimming,
890,M,21.0,175.0,64.0,Summer,Swimming,
891,M,21.0,175.0,64.0,Summer,Swimming,
892,M,21.0,175.0,64.0,Summer,Swimming,1.0
893,F,19.0,170.0,62.0,Summer,Rowing,
894,M,33.0,178.0,61.0,Summer,Athletics,
895,F,19.0,167.0,53.0,Summer,Athletics,
896,F,19.0,167.0,53.0,Summer,Athletics,
897,F,23.0,167.0,53.0,Summer,Athletics,
898,F,23.0,167.0,53.0,Summer,Athletics,
899,F,27.0,167.0,53.0,Summer,Athletics,
900,F,31.0,167.0,53.0,Summer,Athletics,
901,F,21.0,180.0,70.0,Summer,Rowing,
902,M,25.0,191.0,84.0,Summer,Wrestling,
903,M,29.0,191.0,84.0,Summer,Wrestling,2.0
904,M,33.0,191.0,84.0,Summer,Wrestling,
905,M,22.0,,,Summer,Cycling,
906,M,29.0,178.0,68.0,Summer,Hockey,
907,M,22.0,179.0,72.0,Summer,Athletics,
908,M,22.0,179.0,72.0,Summer,Athletics,
909,M,23.0,173.0,65.0,Summer,Athletics,
910,M,23.0,173.0,65.0,Summer,Athletics,
911,M,20.0,183.0,75.0,Summer,Athletics,
912,M,20.0,183.0,75.0,Summer,Athletics,
913,M,20.0,183.0,75.0,Summer,Athletics,
914,M,20.0,183.0,75.0,Summer,Athletics,
915,M,24.0,183.0,75.0,Summer,Athletics,3.0
916,M,24.0,183.0,75.0,Summer,Athletics,
917,M,24.0,183.0,75.0,Summer,Athletics,2.0
918,M,21.0,,,Summer,Athletics,
919,M,21.0,,,Summer,Athletics,
920,M,27.0,,,Summer,Athletics,
921,M,21.0,,,Summer,Gymnastics,3.0
922,M,25.0,,,Winter,Nordic Combined,
923,M,19.0,183.0,87.0,Winter,Ice Hockey,
924,M,23.0,183.0,87.0,Winter,Ice Hockey,
925,M,26.0,162.0,67.0,Summer,Weightlifting,
926,M,24.0,190.0,88.0,Summer,Handball,
927,M,28.0,190.0,88.0,Summer,Handball,
928,M,24.0,187.0,77.0,Winter,Ice Hockey,
929,M,22.0,172.0,61.0,Summer,Athletics,1.0
930,M,28.0,180.0,72.0,Summer,Fencing,
931,M,28.0,180.0,72.0,Summer,Fencing,
932,M,28.0,180.0,72.0,Summer,Fencing,
933,M,33.0,180.0,72.0,Summer,Fencing,
934,M,33.0,180.0,72.0,Summer,Fencing,
935,M,31.0,,,Winter,Ice Hockey,2.0
936,M,24.0,185.0,81.0,Winter,Ice Hockey,
937,M,21.0,193.0,87.0,Summer,Handball,
938,M,17.0,176.0,82.0,Winter,Alpine Skiing,
939,M,17.0,176.0,82.0,Winter,Alpine Skiing,
940,M,21.0,176.0,82.0,Winter,Alpine Skiing,
941,M,21.0,176.0,82.0,Winter,Alpine Skiing,
942,M,25.0,176.0,82.0,Winter,Alpine Skiing,
943,M,25.0,176.0,82.0,Winter,Alpine Skiing,
944,F,28.0,182.0,95.0,Summer,Athletics,
945,M,17.0,180.0,82.0,Winter,Freestyle Skiing,
946,M,21.0,180.0,82.0,Winter,Freestyle Skiing,
947,M,25.0,180.0,82.0,Winter,Freestyle Skiing,
948,M,22.0,181.0,80.0,Winter,Biathlon,
949,M,22.0,181.0,80.0,Winter,Biathlon,
950,M,22.0,181.0,80.0,Winter,Biathlon,
951,M,22.0,181.0,80.0,Winter,Biathlon,
952,M,26.0,181.0,80.0,Winter,Biathlon,
953,M,26.0,181.0,80.0,Winter,Biathlon,
954,M,26.0,181.0,80.0,Winter,Biathlon,
955,M,26.0,181.0,80.0,Winter,Biathlon,
956,M,26.0,181.0,80.0,Winter,Biathlon,
957,M,22.0,,,Summer,Football,
958,F,16.0,167.0,43.0,Summer,Rhythmic Gymnastics,
959,M,31.0,175.0,70.0,Summer,Canoeing,
960,M,23.0,181.0,84.0,Winter,Alpine Skiing,
961,M,27.0,181.0,84.0,Winter,Alpine Skiing,
962,M,24.0,180.0,100.0,Summer,Boxing,
963,M,24.0,176.0,70.0,Summer,Archery,
964,M,24.0,176.0,70.0,Summer,Archery,
965,M,30.0,164.0,59.0,Summer,Athletics,
966,M,25.0,198.0,89.0,Summer,Volleyball,1.0
967,M,34.0,180.0,94.0,Winter,Ice Hockey,
968,M,23.0,173.0,61.0,Summer,Athletics,
969,F,21.0,172.0,63.0,Summer,Swimming,
970,F,21.0,172.0,63.0,Summer,Swimming,
971,F,24.0,171.0,60.0,Summer,Volleyball,2.0
972,F,23.0,167.0,65.0,Winter,Speed Skating,
973,F,23.0,167.0,65.0,Winter,Speed Skating,
974,F,23.0,167.0,65.0,Winter,Speed Skating,1.0
975,F,27.0,167.0,65.0,Winter,Speed Skating,
976,M,29.0,180.0,72.0,Winter,Cross Country Skiing,
977,M,29.0,180.0,72.0,Winter,Cross Country Skiing,
978,M,27.0,182.0,96.0,Winter,Bobsleigh,
979,M,27.0,182.0,96.0,Winter,Bobsleigh,
980,F,19.0,163.0,53.0,Summer,Athletics,
981,M,32.0,180.0,70.0,Summer,Cycling,
982,M,22.0,183.0,,Summer,Hockey,
983,M,25.0,183.0,,Summer,Hockey,
984,M,31.0,186.0,115.0,Summer,Athletics,
985,M,20.0,176.0,68.0,Summer,Athletics,
986,M,20.0,176.0,68.0,Summer,Athletics,
987,M,24.0,176.0,68.0,Summer,Athletics,
988,M,28.0,176.0,68.0,Summer,Athletics,
989,M,21.0,183.0,72.0,Summer,Athletics,
990,M,25.0,183.0,72.0,Summer,Athletics,
991,M,26.0,174.0,68.0,Summer,Athletics,
992,M,19.0,187.0,81.0,Summer,Swimming,
993,F,16.0,,,Winter,Figure Skating,
994,M,22.0,172.0,70.0,Summer,Football,
995,M,26.0,184.0,73.0,Winter,Nordic Combined,
996,M,26.0,184.0,73.0,Winter,Nordic Combined,
997,M,21.0,183.0,84.0,Winter,Speed Skating,
998,M,21.0,183.0,84.0,Winter,Speed Skating,
999,M,27.0,183.0,84.0,Winter,Speed Skating,
1000,M,27.0,183.0,84.0,Winter,Speed Skating,
1001,M,31.0,183.0,84.0,Winter,Speed Skating,
1002,M,31.0,183.0,84.0,Winter,Speed Skating,
1003,M,22.0,183.0,73.0,Summer,Trampolining,
1004,M,20.0,160.0,54.0,Summer,Wrestling,
1005,M,26.0,185.0,75.0,Summer,Boxing,
1006,M,20.0,159.0,64.0,Summer,Gymnastics,
1007,M,20.0,159.0,64.0,Summer,Gymnastics,
1008,M,20.0,159.0,64.0,Summer,Gymnastics,
1009,M,20.0,159.0,64.0,Summer,Gymnastics,
1010,M,20.0,159.0,64.0,Summer,Gymnastics,
1011,M,20.0,159.0,64.0,Summer,Gymnastics,
1012,M,20.0,159.0,64.0,Summer,Gymnastics,
1013,M,22.0,,,Summer,Swimming,
1014,M,22.0,,,Summer,Swimming,
1015,M,22.0,,,Summer,Swimming,
1016,M,40.0,188.0,73.0,Summer,Beach Volleyball,
1017,M,18.0,176.0,78.0,Summer,Water Polo,
1018,M,23.0,200.0,88.0,Summer,Basketball,
1019,M,24.0,177.0,71.0,Summer,Cycling,
1020,M,15.0,177.0,64.0,Summer,Swimming,
1021,M,15.0,177.0,64.0,Summer,Swimming,
1022,M,19.0,177.0,64.0,Summer,Swimming,
1023,M,19.0,177.0,64.0,Summer,Swimming,
1024,M,19.0,177.0,64.0,Summer,Swimming,
1025,M,24.0,174.0,68.0,Summer,Wrestling,
1026,F,34.0,164.0,52.0,Summer,Athletics,
1027,F,38.0,164.0,52.0,Summer,Athletics,
1028,F,22.0,162.0,50.0,Summer,Cycling,
1029,M,23.0,198.0,93.0,Summer,Basketball,1.0
1030,M,23.0,,,Summer,Athletics,
1031,M,23.0,,,Summer,Athletics,
1032,M,21.0,180.0,70.0,Summer,Swimming,
1033,F,26.0,164.0,51.0,Summer,Triathlon,
1034,F,20.0,188.0,77.0,Summer,Basketball,
1035,F,28.0,188.0,77.0,Summer,Basketball,1.0
1036,F,26.0,,,Summer,Gymnastics,
1037,F,26.0,,,Summer,Gymnastics,
1038,F,26.0,,,Summer,Gymnastics,
1039,F,26.0,,,Summer,Gymnastics,
1040,F,26.0,,,Summer,Gymnastics,
1041,F,26.0,,,Summer,Gymnastics,
1042,F,26.0,,,Summer,Gymnastics,
1043,M,22.0,168.0,68.0,Summer,Wrestling,3.0
1044,M,23.0,180.0,68.0,Summer,Cycling,3.0
1045,M,27.0,180.0,68.0,Summer,Cycling,3.0
1046,M,31.0,180.0,68.0,Summer,Cycling,
1047,M,35.0,180.0,68.0,Summer,Cycling,
1048,M,21.0,168.0,62.0,Summer,Athletics,
1049,M,24.0,180.0,59.0,Summer,Athletics,
1050,M,31.0,178.0,85.0,Winter,Ice Hockey,
1051,F,26.0,178.0,61.0,Summer,Athletics,
1052,F,26.0,178.0,61.0,Summer,Athletics,
1053,M,25.0,179.0,68.0,Winter,Figure Skating,
1054,F,25.0,160.0,57.0,Summer,Archery,
1055,M,27.0,173.0,74.0,Summer,Athletics,
1056,M,27.0,180.0,79.0,Summer,Football,
1057,M,19.0,,,Summer,Fencing,
1058,M,19.0,,,Summer,Fencing,
1059,M,28.0,168.0,67.0,Summer,Athletics,
1060,M,32.0,168.0,67.0,Summer,Athletics,
1061,M,22.0,,,Summer,Hockey,
1062,M,26.0,,,Summer,Hockey,
1063,M,33.0,180.0,76.0,Summer,Athletics,
1064,M,28.0,172.0,72.0,Summer,Judo,
1065,M,,,,Summer,Athletics,
1066,M,16.0,178.0,69.0,Summer,Swimming,
1067,M,19.0,178.0,69.0,Summer,Swimming,
1068,M,23.0,165.0,54.0,Summer,Boxing,
1069,M,18.0,172.0,63.0,Summer,Athletics,
1070,M,22.0,172.0,63.0,Summer,Athletics,
1071,F,19.0,157.0,52.0,Summer,Athletics,
1072,M,22.0,182.0,75.0,Summer,Boxing,
1073,M,24.0,170.0,59.0,Summer,Weightlifting,
1074,F,17.0,150.0,64.0,Summer,Athletics,
1075,F,17.0,150.0,64.0,Summer,Athletics,
1076,M,20.0,190.0,80.0,Summer,Athletics,
1077,M,21.0,182.0,77.0,Summer,Athletics,
1078,M,25.0,182.0,77.0,Summer,Athletics,
1079,M,23.0,,85.0,Summer,Weightlifting,
1080,M,20.0,178.0,68.0,Summer,Taekwondo,3.0
1081,F,18.0,170.0,58.0,Summer,Athletics,
1082,F,22.0,148.0,46.0,Summer,Gymnastics,
1083,F,22.0,148.0,46.0,Summer,Gymnastics,
1084,F,22.0,148.0,46.0,Summer,Gymnastics,
1085,F,22.0,148.0,46.0,Summer,Gymnastics,
1086,F,22.0,148.0,46.0,Summer,Gymnastics,
1087,F,22.0,148.0,46.0,Summer,Gymnastics,
1088,F,26.0,148.0,46.0,Summer,Gymnastics,
1089,F,26.0,148.0,46.0,Summer,Gymnastics,1.0
1090,F,26.0,148.0,46.0,Summer,Gymnastics,
